1	8950222
2	10290572
3	49171908
4	11692376
5	4945471
6	10662546
7	8923837
8	2166275
9	568827
10	823241
11	331132
12	381972
13	363834
14	365765
15	250779
16	407100
17	173586
18	247149
19	420722
20	252513
21	112750
22	119137
23	97007
24	156166
25	82543
26	106189
27	70248
28	90221
29	56580
30	138070
31	47852
32	67086
33	38039
34	46477
35	31008
36	45170
37	26614
38	36522
39	29463
40	60885
41	20510
42	32421
43	19032
44	26122
45	23132
46	24074
47	20826
48	33202
49	20324
50	29329
51	18002
52	18081
53	9882
54	17831
55	9930
56	16907
57	9846
58	13293
59	15846
60	19971
61	8012
62	8953
63	10018
64	20927
65	15332
66	10732
67	10477
68	9096
69	6072
70	11402
71	6542
72	10396
73	4741
74	8730
75	6010
76	6577
77	4783
78	7723
79	7345
80	10369
81	5020
82	5644
83	4000
84	6925
85	4292
86	4773
87	4263
88	6690
89	3904
90	7573
91	3717
92	5243
93	3748
94	4172
95	3562
96	5938
97	3485
98	5420
99	3877
100	5677
101	10511
102	4674
103	2901
104	4393
105	3443
106	3560
107	2750
108	4165
109	2869
110	4300
111	2950
112	3513
113	2472
114	3435
115	2615
116	2848
117	2896
118	3037
119	2326
120	4500
121	2311
122	2980
123	2410
124	2706
125	2306
126	2731
127	2187
128	3014
129	2369
130	3003
131	1966
132	2688
133	1958
134	2082
135	11052
136	19323
137	55209
138	102063
139	21947
140	11456
141	1984
142	1804
143	1734
144	2553
145	1732
146	1847
147	1767
148	2011
149	1628
150	2430
151	1525
152	1901
153	1649
154	1981
155	1589
156	1936
157	1574
158	1772
159	1625
160	2194
161	3058
162	4857
163	5632
164	12938
165	85442
166	152650
167	24447
168	54393
169	61618
170	116095
171	67577
172	76984
173	160998
174	151910
175	155375
176	111136
177	206524
178	108468
179	23571
180	166412
181	440646
182	282056
183	60975
184	3020
185	1128
186	1329
187	1122
188	1264
189	1181
190	1334
191	1041
192	1515
193	989
194	1067
195	1174
196	1138
197	987
198	1232
199	1011
200	1269
201	1106
202	983
203	897
204	1251
205	911
206	916
207	1031
208	1063
209	908
210	1312
211	820
212	847
213	892
214	866
215	811
216	1021
217	747
218	844
219	875
220	876
221	766
222	891
223	682
224	899
225	874
226	741
227	768
228	931
229	718
230	841
231	779
232	786
233	657
234	869
235	620
236	713
237	739
238	759
239	638
240	1046
241	593
242	671
243	731
244	752
245	617
246	675
247	625
248	674
249	657
250	696
251	572
252	939
253	583
254	594
255	633
256	629
257	559
258	727
259	538
260	680
261	618
262	507
263	539
264	687
265	499
266	580
267	567
268	521
269	467
270	691
271	1227
272	529
273	523
274	512
275	481
276	521
277	507
278	465
279	509
280	691
281	437
282	523
283	402
284	436
285	468
286	474
287	446
288	554
289	392
290	458
291	490
292	412
293	369
294	507
295	403
296	384
297	444
298	403
299	361
300	533
301	500
302	379
303	398
304	410
305	375
306	392
307	375
308	436
309	547
310	382
311	328
312	486
313	336
314	370
315	405
316	360
317	334
318	419
319	300
320	1009
321	361
322	364
323	584
324	380
325	343
326	298
327	296
328	337
329	291
330	410
331	284
332	297
333	342
334	300
335	259
336	373
337	301
338	292
339	279
340	305
341	261
342	325
343	236
344	285
345	319
346	253
347	279
348	334
349	280
350	302
351	309
352	259
353	255
354	292
355	251
356	235
357	276
358	262
359	233
360	489
361	225
362	217
363	248
364	272
365	218
366	277
367	232
368	214
369	251
370	285
371	205
372	303
373	240
374	229
375	236
376	237
377	225
378	341
379	207
380	241
381	211
382	211
383	187
384	314
385	206
386	199
387	231
388	194
389	176
390	400
391	189
392	200
393	217
394	201
395	203
396	235
397	206
398	191
399	210
400	414
401	164
402	225
403	198
404	205
405	211
406	191
407	164
408	205
409	146
410	192
411	216
412	295
413	147
414	222
415	167
416	163
417	178
418	168
419	160
420	273
421	191
422	167
423	177
424	135
425	148
426	197
427	132
428	166
429	153
430	166
431	136
432	166
433	128
434	145
435	170
436	144
437	141
438	173
439	125
440	202
441	154
442	180
443	212
444	174
445	136
446	130
447	158
448	187
449	119
450	177
451	132
452	127
453	143
454	130
455	144
456	172
457	124
458	120
459	142
460	146
461	126
462	148
463	103
464	116
465	201
466	168
467	122
468	168
469	117
470	128
471	126
472	123
473	104
474	143
475	101
476	142
477	126
478	97
479	112
480	189
481	137
482	94
483	110
484	284
485	103
486	117
487	101
488	107
489	121
490	126
491	107
492	166
493	129
494	115
495	114
496	114
497	78
498	100
499	88
500	110
501	96
502	109
503	101
504	205
505	72
506	88
507	113
508	112
509	83
510	113
511	102
512	117
513	107
514	111
515	161
516	116
517	77
518	110
519	104
520	134
521	71
522	132
523	80
524	95
525	89
526	80
527	63
528	133
529	57
530	112
531	111
532	139
533	87
534	107
535	71
536	98
537	90
538	81
539	66
540	151
541	67
542	84
543	89
544	68
545	576
546	111
547	63
548	101
549	72
550	377
551	79
552	97
553	70
554	70
555	270
556	70
557	65
558	88
559	87
560	2991
561	91
562	74
563	55
564	110
565	847
566	72
567	77
568	78
569	68
570	286
571	65
572	87
573	73
574	139
575	1777
576	97
577	58
578	67
579	66
580	3964
581	73
582	76
583	53
584	68
585	662
586	60
587	67
588	125
589	42
590	1295
591	61
592	46
593	52
594	78
595	1083
596	60
597	70
598	58
599	67
600	2425
601	55
602	71
603	82
604	57
605	1582
606	85
607	53
608	77
609	57
610	4719
611	52
612	80
613	63
614	43
615	5756
616	302
617	51
618	75
619	55
620	6125
621	58
622	57
623	51
624	94
625	6085
626	54
627	1243
628	61
629	53
630	3736
631	44
632	43
633	69
634	57
635	9682
636	69
637	53
638	48
639	52
640	7837
641	46
642	61
643	39
644	186
645	2800
646	50
647	43
648	67
649	42
650	6205
651	57
652	64
653	58
654	1067
655	6154
656	48
657	46
658	114
659	34
660	10298
661	45
662	38
663	57
664	49
665	11121
666	1378
667	49
668	45
669	196
670	6655
671	45
672	1746
673	44
674	47
675	8024
676	44
677	31
678	6777
679	51
680	7611
681	42
682	47
683	43
684	2853
685	6318
686	64
687	41
688	37
689	39
690	9649
691	47
692	44
693	59
694	24
695	9148
696	6679
697	45
698	39
699	32
700	10148
701	31
702	2479
703	37
704	45
705	5372
706	34
707	39
708	4800
709	37
710	5313
711	35
712	36
713	39
714	8024
715	5855
716	24
717	68
718	31
719	30
720	14761
721	28
722	33
723	43
724	32
725	10020
726	13517
727	34
728	148
729	26
730	5824
731	28
732	13391
733	27
734	34
735	4771
736	42
737	23
738	10831
739	21
740	2746
741	41
742	127
743	17
744	13304
745	3570
746	35
747	42
748	37
749	34
750	18866
751	30
752	21
753	52
754	41
755	4804
756	24588
757	29
758	38
759	38
760	6546
761	32
762	21884
763	28
764	29
765	4672
766	23
767	32
768	16248
769	28
770	5245
771	34
772	28
773	28
774	14403
775	2489
776	35
777	29
778	30
779	22
780	27175
781	33
782	37
783	32
784	50
785	769
786	20920
787	27
788	22
789	41
790	387
791	20
792	28513
793	18
794	21
795	636
796	28
797	30
798	27965
799	18
800	312
801	25
802	31
803	304
804	36569
805	439
806	29
807	32
808	29
809	14
810	29904
811	20
812	76
813	28
814	29
815	209
816	26971
817	22
818	21
819	20
820	195
821	30
822	20753
823	17
824	27
825	24
826	38
827	19
828	30732
829	19
830	29
831	32
832	32
833	19
834	26908
835	14
836	45
837	23
838	28
839	25
840	27464
841	24
842	20
843	22
844	20
845	71
846	30080
847	17
848	24
849	34
850	284
851	24
852	20884
853	23
854	34
855	22
856	19
857	25
858	27416
859	20
860	446
861	29
862	17
863	22
864	26290
865	21
866	22
867	29
868	52
869	14
870	20362
871	8
872	13
873	19
874	14
875	18
876	31401
877	16
878	15
879	33
880	23
881	13
882	19279
883	13
884	21
885	23
886	17
887	19
888	15317
889	20
890	20
891	19
892	18
893	22
894	17478
895	15
896	62
897	23
898	14
899	29
900	17615
901	19
902	10
903	19
904	23
905	11
906	13240
907	12
908	32
909	24
910	70
911	10
912	5198
913	14
914	17
915	18
916	24
917	16
918	16374
919	13
920	24
921	18
922	24
923	23
924	8733
925	15
926	9
927	12
928	25
929	11
930	5059
931	17
932	31
933	17
934	18
935	15
936	8128
937	18
938	28
939	13
940	22
941	18
942	9785
943	16
944	17
945	36
946	14
947	20
948	4198
949	16
950	19
951	20
952	42
953	23
954	3906
955	23
956	23
957	22
958	11
959	11
960	4264
961	15
962	16
963	22
964	22
965	14
966	5620
967	25
968	17
969	10
970	15
971	16
972	30
973	12
974	13
975	21
976	23
977	15
978	1321
979	19
980	115
981	28
982	12
983	16
984	1346
985	17
986	16
987	18
988	15
989	8
990	30
991	21
992	17
993	15
994	66
995	16
996	17
997	11
998	20
999	23
1000	16
1001	17
1002	14
1003	16
1004	20
1005	22
1006	9
1007	25
1008	253
1009	777
1010	1196
1011	79
1012	6
1013	10
1014	1476
1015	5
1016	12
1017	18
1018	8
1019	7
1020	1266
1021	9
1022	28
1023	8
1024	14
1025	7
1026	18
1027	8
1028	11
1029	16
1030	15
1031	8
1032	1097
1033	9
1034	8
1035	13
1036	40
1037	7
1038	8
1039	5
1040	12
1041	14
1042	5
1043	5
1044	10
1045	125
1046	6
1047	16
1048	7
1049	13
1050	24
1051	1
1052	6
1053	11
1054	3
1055	1
1056	11
1057	2
1058	9
1059	10
1060	10
1061	11
1062	1510
1063	4
1064	70
1065	6
1066	7
1067	5
1068	17
1069	2
1070	11
1071	10
1072	10
1073	7
1074	13
1075	6
1076	2
1077	12
1078	69
1079	9
1080	1338
1081	5
1082	8
1083	4
1084	9
1085	7
1086	10
1087	9
1088	13
1089	4
1090	11
1091	4
1092	41
1093	7
1094	8
1095	8
1096	11
1097	6
1098	10
1099	8
1100	6
1101	7
1102	4
1103	9
1104	12
1105	10
1106	48
1107	12
1108	9
1109	5
1110	9
1111	3
1112	7
1113	3
1114	5
1115	4
1116	10
1117	8
1118	5
1119	1
1120	19
1121	4
1122	9
1123	5
1124	11
1125	6
1126	7
1127	4
1128	8
1129	4
1130	13
1131	12
1132	6
1133	1
1134	16
1135	5
1136	9
1137	4
1138	2
1139	2
1140	14
1141	5
1142	8
1143	6
1144	18
1145	7
1146	4
1147	3
1148	20
1149	5
1150	8
1151	6
1152	16
1153	3
1154	7
1155	6
1156	5
1157	5
1158	10
1159	3
1160	6
1161	5
1162	16
1163	3
1164	3
1165	4
1166	4
1167	9
1168	4
1169	3
1170	13
1171	4
1172	7
1173	5
1174	7
1175	9
1176	29
1177	4
1178	6
1179	5
1180	6
1181	4
1182	5
1183	6
1184	5
1185	12
1186	6
1187	3
1188	9
1189	4
1190	57
1191	6
1192	8
1193	7
1194	5
1195	4
1196	3
1197	13
1198	8
1199	3
1200	18
1201	2
1202	1
1203	2
1204	30
1205	4
1206	9
1207	12
1208	5
1209	13
1210	7
1211	5
1212	8
1213	3
1214	3
1215	10
1216	7
1217	7
1218	8
1219	2
1220	8
1221	8
1222	8
1223	4
1224	15
1225	4
1226	2
1227	7
1228	4
1229	2
1230	5
1231	1
1232	38
1233	5
1234	1
1235	7
1236	8
1237	3
1238	3
1239	9
1240	11
1241	5
1242	7
1243	4
1244	4
1245	4
1246	33
1247	5
1248	10
1249	2
1250	2
1251	8
1252	4
1253	3
